ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4566776,Source1,2,2022-12-02 16:26:30,2022-12-02 17:18:00,37.803491,-122.452745,37.825615,-122.479172,2.102,Slow traffic on US-101 N - CA-1 N from Lyon St (US-101) to Golden Gate Recreation Area (US-101) due to accident.,Presidio Pkwy,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2022-12-02 15:56:00,52.0,52.0,63.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4568012,Source1,2,2022-12-31 11:28:00,2022-12-31 13:44:37,37.723035,-122.447863,37.712923,-122.452824,0.749,Accident on I-280 S - John F Foran Fwy S from Ocean Ave (I-280) to Sickles Ave (I-280).,Ocean Ave,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-12-31 11:56:00,57.0,57.0,89.0,29.66,2.0,NE,9.0,0.18,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4571605,Source1,2,2022-10-05 08:50:00,2022-10-05 11:06:36,37.731864,-122.428305,37.732617,-122.41346,0.813,Accident on John F Foran Fwy - I-280 N from Monterey Blvd/San Jose Ave (I-280) to US-101 (I-280).,I-280,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-10-05 08:56:00,58.0,58.0,90.0,30.02,10.0,WNW,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4575176,Source1,2,2022-11-05 15:38:00,2022-11-05 18:02:02,37.80830026,-122.3670423,37.78524026,-122.3922123,2.104,Accident on San Francisco-Oakland Bay Brg W - James Lick Fwy S - I-80 W from Treasure Island Rd (I-80) to Fremont St/Harrison St (I-80).,Bay Brg,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-11-05 15:53:00,61.0,61.0,81.0,30.07,10.0,S,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4576999,Source1,2,2022-12-21 08:59:30.000000000,2022-12-21 19:25:30.000000000,37.805831,-122.369732,37.776576,-122.40428500000002,2.765,Slow traffic on San Francisco-Oakland Bay Brg W - James Lick Fwy S - I-80 W from Treasure Island Rd (I-80) to 7th St/Bryant St (I-80) due to accident.,Bay Brg,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-12-21 08:53:00,46.0,43.0,79.0,30.31,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4579238,Source1,2,2022-12-07 08:29:00,2022-12-07 09:57:00,37.751119,-122.403253,37.705314,-122.394448,3.201,Slow traffic on James Lick Fwy S - US-101 S - Bayshore Fwy S from Vermont St (US-101) to Alanna Way (US-101) due to accident.,James Lick Fwy S,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-12-07 08:53:00,47.0,45.0,86.0,30.23,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4584882,Source1,2,2022-12-21 08:10:00,2022-12-21 10:32:15,37.781039,-122.420364,37.781093,-122.419939,0.024,Accident on Golden Gate Ave from US-101/Van Ness Ave to Larkin St.,Van Ness Ave,San Francisco,San Francisco,CA,94102-3216,US,US/Pacific,KSFO,2022-12-21 07:56:00,48.0,45.0,83.0,30.29,10.0,NNE,6.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4586477,Source1,2,2022-12-31 12:49:00,2022-12-31 19:35:00,37.770949,-122.405755,37.822239,-122.323085,5.739,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from US-101 (I-80) to Bay Bridge Toll Plz (I-80) due to accident.,San Francisco-Oakland Bay Bridge,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-31 12:56:00,55.0,55.0,93.0,29.62,2.0,NNW,26.0,0.3,Heavy Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4590914,Source1,2,2022-12-02 18:04:00,2022-12-02 20:13:28,37.719999,-122.399721,37.730382,-122.403964,0.754,Accident on James Lick Fwy N - US-101 N from 3rd St/Bayshore Blvd (US-101) to I-280/Alemany Blvd (US-101).,James Lick Fwy N,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-12-02 17:56:00,51.0,51.0,59.0,30.07,10.0,ENE,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4593106,Source1,2,2022-11-01 17:57:00,2022-11-01 20:27:14,37.728313,-122.443625,37.726261,-122.44606,0.194,Accident on I-280 S - John F Foran Fwy S from Monterey Blvd/San Jose Ave (I-280) to Ocean Ave (I-280).,I-280,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-11-01 17:56:00,54.0,54.0,77.0,29.91,10.0,W,14.0,0.0,Fair,False,False,True,False,False,True,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4593496,Source1,2,2022-11-08 14:09:00,2022-11-08 14:19:30,37.710954,-122.455443,37.717348,-122.448549,0.581,Slow traffic on John F Foran Fwy - I-280 N from Saint Charles Ave (I-280) to Geneva Ave (I-280) due to accident.,Sickles Ave,San Francisco,San Francisco,CA,94112-4062,US,US/Pacific,KSFO,2022-11-08 13:56:00,53.0,53.0,74.0,29.58,10.0,WSW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4597416,Source1,2,2022-12-16 07:37:00,2022-12-16 08:54:19,37.750196,-122.396316,37.749763,-122.396275,0.03,Incident on ECTICUT ST near CESAR CHAVEZ Drive with caution.,Connecticut St,San Francisco,San Francisco,CA,94107-3351,US,US/Pacific,KOAK,2022-12-16 07:53:00,40.0,34.0,83.0,30.19,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-4597558,Source1,2,2022-12-07 06:58:00,2022-12-07 09:08:51,37.784432,-122.473137,37.78629,-122.47326,0.129,Accident on 14th Ave from California St to Lake St.,California St,San Francisco,San Francisco,CA,94118-1082,US,US/Pacific,KSFO,2022-12-07 06:56:00,43.0,43.0,93.0,30.17,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,True,True,False,False,False,Night,Day,Day,Day
A-4602975,Source1,2,2022-11-12 18:28:00.000000000,2022-11-12 20:39:35.000000000,37.719999,-122.399721,37.729269,-122.403303,0.67,Accident on James Lick Fwy N - US-101 N from 3rd St/Bayshore Blvd (US-101) to I-280/Alemany Blvd (US-101).,James Lick Fwy N,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-11-12 18:56:00,54.0,54.0,72.0,30.1,10.0,W,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4608452,Source1,2,2022-12-02 15:45:00,2022-12-02 17:03:04,37.732124,-122.43164,37.73217800000001,-122.430459,0.065,Incident on I-280 NB near MONTEREY BLVD Expect delays.,I-280 N,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-12-02 15:56:00,52.0,52.0,63.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4608768,Source1,2,2022-11-04 18:06:00,2022-11-04 18:41:30,37.710922,-122.455531,37.721209,-122.448027,0.821,Slow traffic on John F Foran Fwy - I-280 N from Saint Charles Ave (I-280) to Geneva Ave (I-280) due to accident.,I-280 N,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-11-04 17:56:00,58.0,58.0,84.0,30.29,10.0,W,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4609819,Source1,2,2022-11-10 14:41:30,2022-11-10 18:33:30,37.753593,-122.391401,37.774505,-122.396169,1.468,Stationary traffic on John F Foran Fwy N - I-280 N - Southern Embarcadero Fwy N from Army St (I-280) to 5th St (I-280) due to accident.,I-280 N,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-10 14:53:00,58.0,58.0,56.0,30.21,10.0,NW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4621020,Source1,2,2022-12-02 15:58:00,2022-12-02 18:29:17,37.825615,-122.479172,37.83048400000001,-122.479739,0.338,Accident on US-101 N - CA-1 N from Golden Gate Bridge/Toll Plaza (US-101) to Golden Gate Recreation Area (US-101).,Golden Gate Brg N,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2022-12-02 15:56:00,52.0,52.0,63.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4623915,Source1,2,2022-12-16 16:36:00.000000000,2022-12-16 18:02:08.000000000,37.797606,-122.438965,37.797399,-122.440619,0.091,Incident on FILBERT ST near HOUSE 2462 Drive with caution.,Filbert St,San Francisco,San Francisco,CA,94123-3316,US,US/Pacific,KSFO,2022-12-16 16:56:00,53.0,53.0,64.0,30.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4625663,Source1,2,2022-12-26 19:10:00.000000000,2022-12-26 19:31:30.000000000,37.73718953,-122.40253329,37.75728953,-122.39222329,1.499,Slow traffic on John F Foran Fwy N - I-280 N - Southern Embarcadero Fwy N from US-101 (I-280) to 25th St (I-280) due to accident.,I-280,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2022-12-26 18:56:00,52.0,52.0,93.0,30.03,4.0,SE,13.0,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4627106,Source1,2,2022-12-05 15:43:00,2022-12-05 19:31:42,37.728593,-122.443089,37.717417,-122.44871299999998,0.831,Accident on I-280 S - John F Foran Fwy S from Monterey Blvd/San Jose Ave (I-280) to Sickles Ave (I-280).,I-280 S,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2022-12-05 15:56:00,57.0,57.0,67.0,29.99,10.0,WSW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4631473,Source1,2,2022-12-01 00:32:00,2022-12-01 02:53:33,37.714127,-122.451136,37.726917,-122.445185,0.942,Accident on John F Foran Fwy - I-280 N from Sickles Ave (I-280) to Monterey Blvd/San Jose Ave (I-280).,I-280 N,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-12-01 00:56:00,50.0,50.0,74.0,29.86,10.0,ESE,13.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4632430,Source1,2,2022-12-28 08:13:00,2022-12-28 10:35:55,37.757636,-122.404071,37.767795,-122.405399,0.706,Incident on US-101 NB near EXIT 33A Drive with caution.,James Lick Fwy N,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2022-12-28 07:56:00,47.0,47.0,93.0,30.0,10.0,WSW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4634866,Source1,2,2022-11-03 18:07:00.000000000,2022-11-03 19:29:32.000000000,37.71235,-122.402651,37.713232,-122.404868,0.136,Incident on ARLETA AVE near HOUSE 14 Drive with caution.,San Bruno Ave,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-11-03 17:56:00,54.0,54.0,55.0,30.23,10.0,W,13.0,0.0,Partly Cloudy,False,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day
A-4635649,Source1,2,2022-12-08 19:05:00,2022-12-08 20:25:23,37.75769,-122.404375,37.754488,-122.40315,0.231,Incident on US-101 SB near HOSPITAL CURVE Drive with caution.,James Lick Fwy S,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2022-12-08 18:56:00,54.0,54.0,69.0,30.15,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4641185,Source1,2,2022-12-07 19:13:00.000000000,2022-12-07 19:28:30.000000000,37.73324132,-122.41199613,37.74034132,-122.40784613,0.54,Slow traffic from exit [54B] to US-101 N due to accident.,I-280,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-12-07 18:56:00,50.0,50.0,86.0,30.23,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4641736,Source1,2,2022-12-08 07:17:00,2022-12-08 08:42:00,37.738418,-122.408125,37.705314,-122.394448,2.406,Slow traffic on James Lick Fwy S - US-101 S - Bayshore Fwy S from Army St/Potrero Ave (US-101) to Alanna Way (US-101) due to accident.,James Lick Fwy S,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2022-12-08 06:56:00,43.0,43.0,93.0,30.28,10.0,SSW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4654446,Source1,2,2022-11-14 18:21:00,2022-11-14 20:23:14,37.734685,-122.411844,37.73512,-122.411123,0.05,Incident on CRESCENT AVE near NEVADA ST Drive with caution.,Nevada St,San Francisco,San Francisco,CA,94110-6126,US,US/Pacific,KSFO,2022-11-14 17:56:00,56.0,56.0,64.0,30.1,10.0,WNW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day
A-4654553,Source1,2,2022-11-07 17:43:00,2022-11-07 20:04:41,37.751942,-122.403068,37.740533,-122.407991,0.833,Accident on James Lick Fwy S - US-101 S from Vermont St (US-101) to I-280/Alemany Blvd (US-101).,James Lick Fwy S,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-07 17:53:00,54.0,54.0,66.0,29.84,10.0,S,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4660840,Source1,2,2022-11-06 13:31:30,2022-11-06 14:35:00,37.740533,-122.407991,37.718011,-122.399438,1.625,Stationary traffic on James Lick Fwy S - US-101 S from Army St/Potrero Ave (US-101) to 3rd St/Bayshore Blvd (US-101) due to accident.,James Lick Fwy S,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2022-11-06 13:56:00,60.0,60.0,47.0,29.87,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4662677,Source1,2,2022-10-06 09:28:00.000000000,2022-10-06 12:04:10.000000000,37.796922,-122.410164,37.797322,-122.410248,0.028,Accident on Powell St from Pacific Ave to Broadway.,Powell St,San Francisco,San Francisco,CA,94133-4350,US,US/Pacific,KOAK,2022-10-06 09:53:00,58.0,58.0,90.0,30.08,9.0,CALM,0.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4668177,Source1,2,2022-12-31 11:58:00,2022-12-31 12:26:30,37.770688,-122.417951,37.76946,-122.418939,0.101,Stationary traffic on US-101 S from Van Ness Ave (San Francisco) (South) (US-101) to S Van Ness Ave (Central Skwy/US-101) due to accident.,S Van Ness Ave,San Francisco,San Francisco,CA,94103-2551,US,US/Pacific,KSFO,2022-12-31 11:56:00,57.0,57.0,89.0,29.66,2.0,NE,9.0,0.18,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4668222,Source1,2,2022-12-30 12:16:00,2022-12-30 13:37:47,37.769949,-122.420493,37.769953,-122.420195,0.016,Incident on DUBOCE AVE near HOUSE 25 Right shoulder closed.,Central Fwy,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-30 11:58:00,60.0,60.0,96.0,29.94,10.0,SW,16.0,0.0,Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4670196,Source1,2,2022-10-01 12:57:30,2022-10-01 13:24:00,37.769565,-122.413354,37.77012,-122.418695,0.294,Stationary traffic on Central Skwy N - US-101 N - Central Fwy from I-80/James Lick Fwy (Central Skwy/US-101) to S Van Ness Ave (Central Skwy/US-101) due to accident.,Harrison St,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-10-01 12:56:00,66.0,66.0,73.0,29.85,10.0,ENE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,True,True,False,Day,Day,Day,Day
A-4674379,Source1,2,2022-11-23 10:37:30,2022-11-23 20:25:00,37.770949,-122.405755,37.807776,-122.367517,3.291,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from US-101 (I-80) to Treasure Island Rd (I-80) due to accident.,San Francisco-Oakland Bay Bridge,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-11-23 10:56:00,57.0,57.0,72.0,30.2,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4676216,Source1,2,2022-12-07 13:51:30,2022-12-07 18:41:30,37.757287,-122.392226,37.774505,-122.396169,1.209,Stationary traffic on John F Foran Fwy N - I-280 N - Southern Embarcadero Fwy N from 25th St (I-280) to 5th St (I-280) due to accident.,I-280 N,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-12-07 13:53:00,55.0,55.0,69.0,30.23,10.0,WSW,3.0,0.0,Fair,True,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-4678975,Source1,2,2022-12-09 20:28:00,2022-12-09 22:44:36,37.78322,-122.39491,37.790338,-122.386241,0.683,Accident on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from 4th St/5th St (I-80) to Treasure Island Rd (I-80).,I-80 E,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-12-09 20:53:00,51.0,51.0,77.0,30.05,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4678976,Source1,2,2022-12-05 07:06:00,2022-12-05 09:28:19,37.785685,-122.391187,37.79338900000001,-122.382939,0.697,Accident on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from Fremont St/Harrison St (I-80) to Treasure Island Rd (I-80).,I-80 E,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2022-12-05 06:53:00,50.0,50.0,89.0,30.05,10.0,SE,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4678977,Source1,2,2022-11-19 21:39:00,2022-11-19 23:46:58,37.785685,-122.391187,37.793732,-122.382558,0.729,Accident on San Francisco-Oakland Bay Brg E - I-80 E - James Lick Fwy N from Fremont St/Harrison St (I-80) to Treasure Island Rd (I-80).,I-80 E,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2022-11-19 21:53:00,49.0,47.0,59.0,30.23,10.0,ESE,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4679389,Source1,2,2022-11-05 14:47:30,2022-11-05 15:56:00,37.786243,-122.389694,37.783692,-122.392816,0.245,Stationary traffic on Bryant St from The Embarcadero to I-80 due to accident.,Bryant St,San Francisco,San Francisco,CA,94105-2331,US,US/Pacific,KOAK,2022-11-05 14:53:00,61.0,61.0,81.0,30.08,10.0,SW,7.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4682645,Source1,2,2022-11-05 15:27:00.000000000,2022-11-05 16:02:30.000000000,37.714465,-122.397679,37.693415,-122.39176299999998,1.49,Stationary traffic on James Lick Fwy S - US-101 S - Bayshore Fwy S from 3rd St/Bayshore Blvd (US-101) to Sierra Point Rd (US-101) due to accident.,James Lick Fwy S,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2022-11-05 15:36:00,63.0,63.0,78.0,30.04,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4686113,Source1,2,2022-12-05 02:12:00,2022-12-05 04:34:37,37.813261,-122.371062,37.812832,-122.370365,0.048,Accident on Macalla Rd from Treasure Island Rd to Downtown-Northeast Neighborhoods-Treasure Island.,Treasure Island Rd,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-12-05 01:53:00,50.0,50.0,89.0,30.05,10.0,SE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4689573,Source1,2,2022-11-14 22:18:30,2022-11-14 22:55:30,37.794691,-122.381547,37.81297100000001,-122.361863,1.658,Slow traffic on San Francisco-Oakland Bay Brg E - I-80 E from Fremont St/Harrison St (I-80) to Macalla Rd/Hillcrest Rd (I-80) due to accident.,I-80 E,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2022-11-14 21:53:00,50.0,50.0,57.0,30.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4690319,Source1,2,2022-12-23 14:32:00.000000,2022-12-23 16:41:36.000000,37.76946187,-122.41115928,37.76966187,-122.41608928,0.27,Accident on Central Skwy N - US-101 N - Central Fwy from I-80/James Lick Fwy (Central Skwy/US-101) to Folsom St (Central Skwy/US-101).,Division St,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-12-23 14:56:00,55.0,55.0,80.0,30.21,7.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4692567,Source1,2,2022-12-31 07:59:00,2022-12-31 09:28:00,37.7859,-122.390929,37.788135,-122.388541,0.202,Incident on I-80 EB near WEST END Expect delays.,I-80 E,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2022-12-31 07:53:00,56.0,56.0,100.0,29.75,1.0,S,6.0,0.21,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4695061,Source1,2,2022-12-15 05:29:00.000000000,2022-12-15 19:55:00.000000000,37.81344,-122.361759,37.766317,-122.405257,4.03,Slow traffic on San Francisco-Oakland Bay Brg W - James Lick Fwy S - I-80 W from Bay Bridge Toll Plz (I-80) to US-101 (I-80) due to accident.,Bay Brg,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-12-15 05:53:00,42.0,37.0,79.0,30.21,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4695080,Source1,2,2022-11-04 16:02:00.000000000,2022-11-04 19:19:01.000000000,37.710332,-122.464333,37.716672,-122.448799,0.955,Accident on John F Foran Fwy - I-280 N from Saint Charles Ave (I-280) to Geneva Ave (I-280).,I-280 N,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2022-11-04 15:56:00,62.0,62.0,72.0,30.29,10.0,WNW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4696946,Source1,2,2022-10-07 17:29:00,2022-10-07 19:41:58,37.740533,-122.407991,37.740037,-122.408094,0.035,Accident on James Lick Fwy S - US-101 S from Army St/Potrero Ave (US-101) to I-280/Alemany Blvd (US-101).,James Lick Fwy S,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2022-10-07 17:56:00,61.0,61.0,81.0,29.98,10.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4697878,Source1,2,2022-12-17 14:08:00,2022-12-17 15:30:49,37.73737,-122.424035,37.738826,-122.423954,0.101,Incident on MISSION ST near HOUSE 3661 Drive with caution.,Mission St,San Francisco,San Francisco,CA,94110-5829,US,US/Pacific,KSFO,2022-12-17 13:56:00,56.0,56.0,49.0,30.03,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-4698027,Source1,2,2022-11-06 22:04:00,2022-11-07 00:18:57,37.750848,-122.391922,37.750184,-122.392212,0.049,Incident on I-280 SB near CESAR CHAVEZ ST Drive with caution.,I-280,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-11-06 21:53:00,57.0,57.0,72.0,29.8,10.0,S,21.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4701209,Source1,2,2022-11-12 02:21:00,2022-11-12 03:49:46,37.800385,-122.447046,37.800808,-122.447662,0.045,Incident on US-101 NB near LYON ST Drive with caution.,Francisco St,San Francisco,San Francisco,CA,94123-1816,US,US/Pacific,KSFO,2022-11-12 02:22:00,50.0,50.0,80.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4702636,Source1,2,2022-10-03 14:34:30,2022-10-03 15:01:00,37.766317,-122.405257,37.752557,-122.403007,0.959,Slow traffic on James Lick Fwy S - US-101 S from I-80 (US-101) to Army St/Potrero Ave (US-101) due to accident.,San Francisco-Oakland Bay Bridge,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-10-03 14:56:00,69.0,69.0,58.0,30.02,10.0,WNW,23.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4710735,Source1,2,2022-12-30 13:14:00,2022-12-30 19:00:00,37.753468,-122.402861,37.76943,-122.410444,1.178,Stationary traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Army St/Potrero Ave (US-101) to I-80 (US-101) due to accident.,James Lick Fwy N,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2022-12-30 12:53:00,59.0,59.0,93.0,29.96,10.0,SW,20.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4714476,Source1,2,2022-11-23 19:32:00.000000000,2022-11-23 20:55:23.000000000,37.757592,-122.394075,37.757597,-122.394614,0.029,Incident on 22ND ST near TEXAS ST Drive with caution.,22nd St,San Francisco,San Francisco,CA,94107-3462,US,US/Pacific,KOAK,2022-11-23 19:53:00,52.0,52.0,83.0,30.16,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4716186,Source1,2,2022-10-06 09:14:30,2022-10-06 09:36:00,37.76959062,-122.41695285,37.76906062,-122.40946285,0.411,Stationary traffic on Central Skwy S - US-101 S - Central Fwy from 13th St to San Francisco-Oakland Bay Bridge due to accident.,Central Fwy,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-10-06 08:56:00,58.0,58.0,87.0,30.05,10.0,WNW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
